0.1	0.08354052715
0.2	0.0767827630189
0.3	0.0705843031701
0.4	0.0648980542683
0.5	0.0596809411404
0.6	0.0548935608219
0.7	0.0504998661006
0.8	0.0464668765249
0.9	0.0427644145362
1.	0.0393648645135
1.1	0.0362429527277
1.2	0.0333755463755
1.3	0.0307414700262
1.4	0.0283213379605
1.5	0.0260974010137
1.6	0.024053406659
1.7	0.0221744711757
1.8	0.0204469628501
1.9	0.0188583952493
2.	0.0173973296903
2.1	0.016053286106
2.2	0.0148166615788
2.3	0.0136786558752
2.4	0.0126312033751
2.5	0.0116669108417
2.6	0.0107790005241
2.7	0.00996125813425
2.8	0.00920798527382
2.9	0.00851395592809
3.	0.00787437667511
3.1	0.00728485028967
3.2	0.00674134244946
3.3	0.00624015127608
3.4	0.00577787946713
3.5	0.00535140879627
3.6	0.00495787677807
3.7	0.00459465531165
3.8	0.00425933113335
3.9	0.0039496879236
4.	0.00366368992611
4.1	0.0033994669502
4.2	0.00315530063798
4.3	0.0029296118884
4.4	0.00272094933954
4.5	0.00252797881877
4.6	0.00234947367872
4.7	0.00218430594332
4.8	0.00203143819543
4.9	0.00188991614286
5.	0.00175886180544
5.1	0.00163746727037
5.2	0.00152498896795
5.3	0.0014207424235
5.4	0.00132409744545
5.5	0.00123447371272
5.6	0.00115133672773
5.7	0.00107419410432
5.8	0.00100259216249
5.9	0.000936112804013
6.	0.00087437064558
6.1	0.000817010387776
6.2	0.000763704400207
6.3	0.000714150504706
6.4	0.000668069940098
6.5	0.000625205493382
6.6	0.000585319783496
6.7	0.000548193684963
6.8	0.000513624879819
6.9	0.000481426527183
7.	0.000451426040732
7.1	0.000423463965156
7.2	0.00039739294343
7.3	0.000373076767403
7.4	0.000350389504859
7.5	0.000329214696755
7.6	0.000309444618873
7.7	0.000290979602622
7.8	0.000273727410128
7.9	0.000257602659197
8.	0.00024252629407
8.1	0.000228425098237
8.2	0.000215231245909
8.3	0.000202881888982
8.4	0.000191318776642
8.5	0.000180487904956
8.6	0.000170339194023
8.7	0.000160826190478
8.8	0.000151905793294
8.9	0.000143538001015
9.	0.000135685678703
9.1	0.000128314343018
9.2	0.000121391963977
9.3	0.000114888782077
9.4	0.00010877713954
9.5	0.000103031324568
9.6	0.0000976274275772
9.7	0.0000925432084579
9.8	0.0000877579739922
9.9	0.0000832524646285
10.	0.0000790087498759
10.1	0.0000750101316419
10.2	0.0000712410548918
10.3	0.0000676870250563
10.4	0.0000643345316617
10.5	0.0000611709776977
10.6	0.0000581846142779
10.7	0.0000553644801823
10.8	0.0000527003459043
10.9	0.000050182661855
11.	0.0000478025104049
11.1	0.0000455515614681
11.2	0.0000434220313581
11.3	0.000041406644664
11.4	0.0000394985989194
11.5	0.0000376915318482
11.6	0.0000359794909953
11.7	0.0000343569055591
11.8	0.0000328185602616
11.9	0.0000313595711013
12.	0.0000299753628483
12.1	0.0000286616481515
12.2	0.0000274144081365
12.3	0.0000262298743844
12.4	0.0000251045121876
12.5	0.0000240350049898
12.6	0.0000230182399209
12.7	0.0000220512943476
12.8	0.0000211314233643
12.9	0.000020256048156
13.	0.000019422745169
13.1	0.0000186292360314
13.2	0.000017873378168
13.3	0.0000171531560601
13.4	0.0000164666731037
13.5	0.0000158121440227
13.6	0.0000151878877974
13.7	0.0000145923210717
13.8	0.0000140239520047
13.9	0.0000134813745355
14.	0.0000129632630315
14.1	0.0000124683672932
14.2	0.0000119955078909
14.3	0.0000115435718099
14.4	0.0000111115083819
14.5	0.0000106983254838
14.6	0.0000103030859848
14.7	9.92490442458*10^(-6)
14.8	9.5629439066*10^(-6)
14.9	9.21641319235*10^(-6)
15.	8.88456398197*10^(-6)
15.1	8.56668836913*10^(-6)
15.2	8.26211645806*10^(-6)
15.3	7.97021413194*10^(-6)
15.4	7.69038096226*10^(-6)
15.5	7.42204824979*10^(-6)
15.6	7.16467718842*10^(-6)
15.7	6.91775714345*10^(-6)
15.8	6.68080403701*10^(-6)
15.9	6.45335883325*10^(-6)
16.	6.234986117*10^(-6)
16.1	6.02527275947*10^(-6)
16.2	5.82382666552*10^(-6)
16.3	5.63027559711*10^(-6)
16.4	5.44426606793*10^(-6)
16.5	5.2654623047*10^(-6)
16.6	5.09354527076*10^(-6)
16.7	4.92821174802*10^(-6)
16.8	4.7691734735*10^(-6)
16.9	4.61615632701*10^(-6)
17.	4.4688995667*10^(-6)
17.1	4.32715510947*10^(-6)
17.2	4.19068685343*10^(-6)
17.3	4.05927003974*10^(-6)
17.4	3.93269065147*10^(-6)
17.5	3.810744847*10^(-6)
17.6	3.69323842601*10^(-6)
17.7	3.57998632593*10^(-6)
17.8	3.47081214706*10^(-6)
17.9	3.36554770452*10^(-6)
18.	3.26403260548*10^(-6)
18.1	3.16611385011*10^(-6)
18.2	3.07164545475*10^(-6)
18.3	2.98048809609*10^(-6)
18.4	2.89250877502*10^(-6)
18.5	2.80758049898*10^(-6)
18.6	2.72558198171*10^(-6)
18.7	2.64639735945*10^(-6)
18.8	2.56991592248*10^(-6)
18.9	2.4960318612*10^(-6)
19.	2.42464402595*10^(-6)
19.1	2.35565569958*10^(-6)
19.2	2.28897438226*10^(-6)
19.3	2.22451158766*10^(-6)
19.4	2.16218264988*10^(-6)
19.5	2.10190654066*10^(-6)
19.6	2.04360569599*10^(-6)
19.7	1.98720585192*10^(-6)
19.8	1.93263588879*10^(-6)
19.9	1.87982768357*10^(-6)
20.	1.82871596977*10^(-6)
