0.1	0.186255004793
0.2	0.173534537055
0.3	0.161758435122
0.4	0.150853015444
0.5	0.140750536826
0.6	0.131388709755
0.7	0.122710246967
0.8	0.114662451737
0.9	0.107196840681
1.	0.100268798145
1.1	0.0938372594792
1.2	0.0878644207666
1.3	0.0823154727499
1.4	0.0771583569138
1.5	0.0723635418478
1.6	0.0679038181764
1.7	0.0637541104904
1.8	0.0598913048458
1.9	0.0562940905211
2.	0.052942814833
2.1	0.0498193499153
2.2	0.0469069704565
2.3	0.0441902414797
2.4	0.0416549153231
2.5	0.0392878370546
2.6	0.0370768576144
2.7	0.0350107540448
2.8	0.0330791562142
2.9	0.0312724794992
3.	0.0295818629273
3.1	0.0279991123308
3.2	0.0265166480947
3.3	0.0251274571212
3.4	0.0238250486624
3.5	0.0226034137017
3.6	0.0214569875939
3.7	0.0203806156955
3.8	0.0193695217394
3.9	0.0184192787316
4.	0.017525782162
4.1	0.0166852253409
4.2	0.0158940766892
4.3	0.0151490588227
4.4	0.0144471292845
4.5	0.0137854627936
4.6	0.0131614348855
4.7	0.0125726068335
4.8	0.0120167117474
4.9	0.0114916417549
5.	0.0109954361784
5.1	0.0105262706288
5.2	0.0100824469412
5.3	0.0096623838873
5.4	0.00926460860113
5.5	0.0088877486626
5.6	0.00853052478593
5.7	0.00819174406573
5.8	0.00787029373644
5.9	0.00756513540478
6.	0.00727529971813
6.1	0.00699988143466
6.2	0.00673803486373
6.3	0.00648896964785
6.4	0.00625194685947
6.5	0.00602627538828
6.6	0.00581130859649
6.7	0.00560644122139
6.8	0.00541110650618
6.9	0.0052247735415
7.	0.00504694480161
7.1	0.00487715386016
7.2	0.0047149632721
7.3	0.00455996260894
7.4	0.00441176663577
7.5	0.00427001361943
7.6	0.00413436375778
7.7	0.00400449772112
7.8	0.00388011529732
7.9	0.00376093413284
8.	0.00364668856263
8.1	0.00353712852218
8.2	0.00343201853578
8.3	0.00333113677523
8.4	0.00323427418395
8.5	0.00314123366159
8.6	0.00305182930479
8.7	0.00296588569998
8.8	0.00288323726447
8.9	0.00280372763225
9.	0.0027272090814
9.1	0.00265354200008
9.2	0.00258259438828
9.3	0.00251424139281
9.4	0.00244836487331
9.5	0.00238485299681
9.6	0.00232359985906
9.7	0.00226450513069
9.8	0.00220747372636
9.9	0.00215241549549
10.	0.00209924493284
10.1	0.00204788090781
10.2	0.00199824641095
10.3	0.00195026831666
10.4	0.0019038771609
10.5	0.00185900693288
10.6	0.00181559487985
10.7	0.00177358132402
10.8	0.00173290949082
10.9	0.00169352534784
11.	0.00165537745359
11.1	0.00161841681546
11.2	0.00158259675642
11.3	0.00154787278967
11.4	0.00151420250087
11.5	0.00148154543741
11.6	0.0014498630042
11.7	0.00141911836574
11.8	0.00138927635383
11.9	0.00136030338073
12.	0.00133216735739
12.1	0.00130483761632
12.2	0.00127828483902
12.3	0.00125248098747
12.4	0.00122739923952
12.5	0.00120301392797
12.6	0.00117930048308
12.7	0.0011562353782
12.8	0.00113379607859
12.9	0.00111196099287
13.	0.00109070942731
13.1	0.00107002154252
13.2	0.0010498783125
13.3	0.00103026148594
13.4	0.00101115354958
13.5	0.000992537693505
13.6	0.000974397778301
13.7	0.000956718303953
13.8	0.000939484380358
13.9	0.000922681699378
14.	0.000906296508349
14.1	0.000890315584953
14.2	0.000874726213374
14.3	0.000859516161674
14.4	0.000844673660313
14.5	0.000830187381751
14.6	0.000816046421071
14.7	0.000802240277566
14.8	0.000788758837241
14.9	0.000775592356172
15.	0.000762731444681
15.1	0.000750167052278
15.2	0.000737890453336
15.3	0.000725893233455
15.4	0.000714167276467
15.5	0.000702704752076
15.6	0.000691498104067
15.7	0.000680540039077
15.8	0.000669823515888
15.9	0.00065934173522
16.	0.000649088129991
16.1	0.000639056356029
16.2	0.000629240283205
16.3	0.000619633986968
16.4	0.000610231740267
16.5	0.000601028005832
16.6	0.000592017428798
16.7	0.000583194829661
16.8	0.000574555197542
16.9	0.00056609368375
17.	0.000557805595619
17.1	0.000549686390621
17.2	0.000541731670728
17.3	0.000533937177021
17.4	0.000526298784519
17.5	0.000518812497243
17.6	0.000511474443476
17.7	0.000504280871224
17.8	0.000497228143877
17.9	0.000490312736034
18.	0.000483531229515
18.1	0.000476880309532
18.2	0.000470356761009
18.3	0.000463957465068
18.4	0.000457679395642
18.5	0.000451519616232
18.6	0.000445475276794
18.7	0.000439543610747
18.8	0.000433721932099
18.9	0.000428007632696
19.	0.000422398179563
19.1	0.000416891112363
19.2	0.000411484040944
19.3	0.000406174642993
19.4	0.000400960661766
19.5	0.000395839903916
19.6	0.000390810237398
19.7	0.000385869589457
19.8	0.000381015944687
19.9	0.000376247343166
20.	0.000371561878663
